CODCLIENTE;NOME;CIDADE;UF;DATA;NRODOCUMENTO;VENDEDOR;CODPRODUTO;PRODUTO;CODCOR;FAMILIA;GRUPO;MARCA;QTDE;PRECO;PRECOCUSTO;VALTOTAL;TIPO;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12342555;NESTLE IOG 170g NATURAL INTEGRAL;;PRATA;REFRIGERADO;NESTLE;196;2,48;1,84;486,08;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12342556;NESTLE IOG 170g NATURAL COM MEL;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12119803;NESTLE IOG 160g NATURAL DESNATADO;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12334187;CHAMBINHO PETIT 320g MORANGO;;OURO;REFRIGERADO;NESTLE;16;6,6;4,91;105,6;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12342563;NESTLE IOG 170g NATURAL CEN/LAR/MEL;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12354550;CHAMYTO GO IOGURTE 100g MORANGO;;PRATA;REFRIGERADO;NESTLE;24;2,62;1,77;62,88;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12354539;CHAMYTO GO IOGURTE 100g VITAMINA;;PRATA;REFRIGERADO;NESTLE;24;2,62;1,77;62,88;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12381132;CHAMYTO IOG 130g MGO/CER CHOCOLATE;;OURO;REFRIGERADO;NESTLE;24;3,62;2,19;86,88;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12381968;NINHO IOG 540g POLPA 3 SABORES;;PRATA;REFRIGERADO;NESTLE;198;6,7;4,55;1326,6;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12383027;NINHO IOG POUCH 100g MACA E BANANA;;PRATA;REFRIGERADO;NESTLE;48;2,62;1,81;125,76;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12531300;CHANDELLE 540g CHOCOLATE;;PRATA;REFRIGERADO;NESTLE;112;9,99;7,3;1118,88;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12555518;CHAMYTO LEITE FERM TRAD 480G;;PRATA;REFRIGERADO;NESTLE;15;5,68;4,32;85,2;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12516216;CHAMBINHO POUCH 100g MORANGO;;PRATA;REFRIGERADO;NESTLE;24;2,62;1,74;62,88;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12518476;NESTLE IOG 510G POLPA MORANGO;;PRATA;REFRIGERADO;NESTLE;30;5,6;4,09;168;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12579698;CHAMBINHO IOG 510g POLPA MORANGO;;PRATA;REFRIGERADO;NESTLE;12;6,01;4,01;72,12;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12600743;NESTLE GREGO 90g CALDA LIMAO NEOS;;OURO;REFRIGERADO;NESTLE;24;2,51;1,67;60,24;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;12585387;GALBANI CREME DE RICOTA 200G LIGHT;;PRATA;REFRIGERADO;GALBANI;12;5,99;5,38;71,88;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;125783480;NESTLE IOG 320g NATURAL DESNATADO;;PRATA;REFRIGERADO;NESTLE;12;4,92;3,58;59,04;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;640110528;NESTLE IOG 1,15KG ZERO MORANGO;;OURO;REFRIGERADO;NESTLE;144;12,87;9,76;1853,28;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;640111528;NESTLE IOG 1,15KG ZERO BATIDO;;OURO;REFRIGERADO;NESTLE;36;12,87;9,76;463,32;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;640113528;NESTLE IOG 1,15Kg VITAMINA FRUTAS;;PRATA;REFRIGERADO;NESTLE;36;11,06;8,06;398,16;VENDA;
559;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Palhoça;SC;17/08/2026;296829;VENDEDOR: VALDIR ZACARIAS;640115528;NESTLE IOG 1,15Kg MORANGO;;PRATA;REFRIGERADO;NESTLE;72;11,06;8,06;796,32;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296830;VENDEDOR: VALDIR ZACARIAS;541440;ZINHO PAO BOLINHA TRAD CHURRASCO 300g;;OURO;REFRIGERADO;ZINHO;48;9,62;6,64;461,76;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296830;VENDEDOR: VALDIR ZACARIAS;541446;ZINHO PAO DE ALHO BAGUETE TRAD 300g;;OURO;REFRIGERADO;ZINHO;36;9,62;6,97;346,32;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296831;VENDEDOR: VALDIR ZACARIAS;12588904;GALBANI CREME DE RICOTA 200G;;PRATA;REFRIGERADO;GALBANI;12;5,99;5,38;71,88;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;12183959;CHAMYTO BIG LEITE FERM 6X120G CONJUNTO;;PRATA;REFRIGERADO;NESTLE;42;8,57;6,27;359,94;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;12342555;NESTLE IOG 170g NATURAL INTEGRAL;;PRATA;REFRIGERADO;NESTLE;112;2,48;1,84;277,76;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;12343322;NINHO IOG 170g LIQ MORANGO;;OURO;REFRIGERADO;NESTLE;24;2,93;2,13;70,32;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;12334187;CHAMBINHO PETIT 320g MORANGO;;OURO;REFRIGERADO;NESTLE;48;6,6;4,91;316,8;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;12342563;NESTLE IOG 170g NATURAL CEN/LAR/MEL;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;12383027;NINHO IOG POUCH 100g MACA E BANANA;;PRATA;REFRIGERADO;NESTLE;24;2,62;1,81;62,88;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;12440873;MOLICO 850g MORANGO ZERO LACTOSE;;DIAMANTE;REFRIGERADO;NESTLE;12;10,89;8;130,68;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;12531300;CHANDELLE 540g CHOCOLATE;;PRATA;REFRIGERADO;NESTLE;144;9,99;7,3;1438,56;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;12555518;CHAMYTO LEITE FERM TRAD 480G;;PRATA;REFRIGERADO;NESTLE;5;5,68;4,32;28,4;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;12515949;NESTON 510g POLPA 3 CEREAIS;;PRATA;REFRIGERADO;NESTLE;6;6,01;4,47;36,06;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;12518476;NESTLE IOG 510G POLPA MORANGO;;PRATA;REFRIGERADO;NESTLE;36;5,6;4,09;201,6;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;12600743;NESTLE GREGO 90g CALDA LIMAO NEOS;;OURO;REFRIGERADO;NESTLE;24;2,51;1,67;60,24;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;640109528;NESTLE IOG 1,15KG COCO;;OURO;REFRIGERADO;NESTLE;12;11,06;8,06;132,72;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296832;VENDEDOR: VALDIR ZACARIAS;640111528;NESTLE IOG 1,15KG ZERO BATIDO;;OURO;REFRIGERADO;NESTLE;12;12,87;9,76;154,44;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12183959;CHAMYTO BIG LEITE FERM 6X120G CONJUNTO;;PRATA;REFRIGERADO;NESTLE;105;8,57;6,27;899,85;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12343045;CHAMYTO LEITE FERM  450G PACK;;PRATA;REFRIGERADO;NESTLE;210;5,68;4,18;1192,8;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12342555;NESTLE IOG 170g NATURAL INTEGRAL;;PRATA;REFRIGERADO;NESTLE;364;2,48;1,84;902,72;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12342556;NESTLE IOG 170g NATURAL COM MEL;;PRATA;REFRIGERADO;NESTLE;84;2,48;1,84;208,32;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12119803;NESTLE IOG 160g NATURAL DESNATADO;;PRATA;REFRIGERADO;NESTLE;140;2,48;1,84;347,2;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12334187;CHAMBINHO PETIT 320g MORANGO;;OURO;REFRIGERADO;NESTLE;16;6,6;4,91;105,6;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12342563;NESTLE IOG 170g NATURAL CEN/LAR/MEL;;PRATA;REFRIGERADO;NESTLE;112;2,48;1,84;277,76;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12381968;NINHO IOG 540g POLPA 3 SABORES;;PRATA;REFRIGERADO;NESTLE;126;6,7;4,55;844,2;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12383027;NINHO IOG POUCH 100g MACA E BANANA;;PRATA;REFRIGERADO;NESTLE;48;2,62;1,81;125,76;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12531300;CHANDELLE 540g CHOCOLATE;;PRATA;REFRIGERADO;NESTLE;128;9,99;7,3;1278,72;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12559767;NESTLE GREGO 90g CALDA MORANGO NEOS;;OURO;REFRIGERADO;NESTLE;24;2,51;1,67;60,24;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12555518;CHAMYTO LEITE FERM TRAD 480G;;PRATA;REFRIGERADO;NESTLE;25;5,68;4,32;142;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12515950;NESTLE GREGO 540g TRADICIONAL/MORANGO;;OURO;REFRIGERADO;NESTLE;24;10,55;7,62;253,2;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12518476;NESTLE IOG 510G POLPA MORANGO;;PRATA;REFRIGERADO;NESTLE;78;5,6;4,09;436,8;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12579698;CHAMBINHO IOG 510g POLPA MORANGO;;PRATA;REFRIGERADO;NESTLE;24;6,01;4,01;144,24;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12600743;NESTLE GREGO 90g CALDA LIMAO NEOS;;OURO;REFRIGERADO;NESTLE;24;2,51;1,67;60,24;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12590316;GALBANI MANTEIGA 200G TABLETE COM SAL;;PRATA;REFRIGERADO;GALBANI;20;9,74;9,27;194,8;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12588904;GALBANI CREME DE RICOTA 200G;;PRATA;REFRIGERADO;GALBANI;12;5,99;5,38;71,88;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;12585387;GALBANI CREME DE RICOTA 200G LIGHT;;PRATA;REFRIGERADO;GALBANI;12;5,99;5,38;71,88;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;125783480;NESTLE IOG 320g NATURAL DESNATADO;;PRATA;REFRIGERADO;NESTLE;12;4,92;3,58;59,04;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;640109528;NESTLE IOG 1,15KG COCO;;OURO;REFRIGERADO;NESTLE;72;11,06;8,06;796,32;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;640110528;NESTLE IOG 1,15KG ZERO MORANGO;;OURO;REFRIGERADO;NESTLE;168;12,87;9,76;2162,16;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;640111528;NESTLE IOG 1,15KG ZERO BATIDO;;OURO;REFRIGERADO;NESTLE;84;12,87;9,76;1081,08;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;640113528;NESTLE IOG 1,15Kg VITAMINA FRUTAS;;PRATA;REFRIGERADO;NESTLE;60;11,06;8,06;663,6;VENDA;
933;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296833;VENDEDOR: VALDIR ZACARIAS;640115528;NESTLE IOG 1,15Kg MORANGO;;PRATA;REFRIGERADO;NESTLE;144;11,06;8,06;1592,64;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296834;VENDEDOR: VALDIR ZACARIAS;541442;ZINHO PAO BOLINHA PICANTE CHURRASCO 300g;;OURO;REFRIGERADO;ZINHO;24;9,62;6,19;230,88;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296834;VENDEDOR: VALDIR ZACARIAS;541440;ZINHO PAO BOLINHA TRAD CHURRASCO 300g;;OURO;REFRIGERADO;ZINHO;84;9,62;6,64;808,08;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296834;VENDEDOR: VALDIR ZACARIAS;541441;ZINHO PAO BOLINHA CATUPIRY AIR FRYER 300;;OURO;REFRIGERADO;ZINHO;12;11;7,07;132;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296834;VENDEDOR: VALDIR ZACARIAS;541446;ZINHO PAO DE ALHO BAGUETE TRAD 300g;;OURO;REFRIGERADO;ZINHO;84;9,62;6,97;808,08;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12183959;CHAMYTO BIG LEITE FERM 6X120G CONJUNTO;;PRATA;REFRIGERADO;NESTLE;21;8,57;6,27;179,97;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12342555;NESTLE IOG 170g NATURAL INTEGRAL;;PRATA;REFRIGERADO;NESTLE;140;2,48;1,84;347,2;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12342556;NESTLE IOG 170g NATURAL COM MEL;;PRATA;REFRIGERADO;NESTLE;56;2,48;1,84;138,88;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12119803;NESTLE IOG 160g NATURAL DESNATADO;;PRATA;REFRIGERADO;NESTLE;168;2,48;1,84;416,64;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12343321;NINHO IOG 170g LIQ MACA/BANANA;;OURO;REFRIGERADO;NESTLE;24;2,93;2,13;70,32;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12343322;NINHO IOG 170g LIQ MORANGO;;OURO;REFRIGERADO;NESTLE;24;2,93;2,13;70,32;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12334187;CHAMBINHO PETIT 320g MORANGO;;OURO;REFRIGERADO;NESTLE;64;6,6;4,91;422,4;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12334185;NESTLE IOG 170g GARRAFINHA MORANGO;;OURO;REFRIGERADO;NESTLE;72;2,39;1,65;172,08;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12342563;NESTLE IOG 170g NATURAL CEN/LAR/MEL;;PRATA;REFRIGERADO;NESTLE;28;2,48;1,84;69,44;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12354550;CHAMYTO GO IOGURTE 100g MORANGO;;PRATA;REFRIGERADO;NESTLE;96;2,62;1,77;251,52;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12354539;CHAMYTO GO IOGURTE 100g VITAMINA;;PRATA;REFRIGERADO;NESTLE;24;2,62;1,77;62,88;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12381132;CHAMYTO IOG 130g MGO/CER CHOCOLATE;;OURO;REFRIGERADO;NESTLE;24;3,62;2,19;86,88;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12381968;NINHO IOG 540g POLPA 3 SABORES;;PRATA;REFRIGERADO;NESTLE;96;6,7;4,55;643,2;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12383027;NINHO IOG POUCH 100g MACA E BANANA;;PRATA;REFRIGERADO;NESTLE;48;2,62;1,81;125,76;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12440873;MOLICO 850g MORANGO ZERO LACTOSE;;DIAMANTE;REFRIGERADO;NESTLE;12;10,89;8;130,68;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12531300;CHANDELLE 540g CHOCOLATE;;PRATA;REFRIGERADO;NESTLE;144;9,99;7,3;1438,56;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12555518;CHAMYTO LEITE FERM TRAD 480G;;PRATA;REFRIGERADO;NESTLE;5;5,68;4,32;28,4;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12515949;NESTON 510g POLPA 3 CEREAIS;;PRATA;REFRIGERADO;NESTLE;12;6,01;4,47;72,12;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12515950;NESTLE GREGO 540g TRADICIONAL/MORANGO;;OURO;REFRIGERADO;NESTLE;30;10,55;7,62;316,5;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12516216;CHAMBINHO POUCH 100g MORANGO;;PRATA;REFRIGERADO;NESTLE;168;2,62;1,74;440,16;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12518476;NESTLE IOG 510G POLPA MORANGO;;PRATA;REFRIGERADO;NESTLE;48;5,6;4,09;268,8;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12583428;CHANDELLE DUO 180g DARK BRANCO;;OURO;REFRIGERADO;NESTLE;24;4,46;3,13;107,04;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12600743;NESTLE GREGO 90g CALDA LIMAO NEOS;;OURO;REFRIGERADO;NESTLE;48;2,51;1,67;120,48;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;125783480;NESTLE IOG 320g NATURAL DESNATADO;;PRATA;REFRIGERADO;NESTLE;36;4,92;3,58;177,12;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;12334188;CHAMBINHO PETIT 320g MACA E BANANA;;OURO;REFRIGERADO;NESTLE;16;6,6;4,91;105,6;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;640109528;NESTLE IOG 1,15KG COCO;;OURO;REFRIGERADO;NESTLE;60;11,06;8,06;663,6;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;640110528;NESTLE IOG 1,15KG ZERO MORANGO;;OURO;REFRIGERADO;NESTLE;72;12,87;9,76;926,64;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;640111528;NESTLE IOG 1,15KG ZERO BATIDO;;OURO;REFRIGERADO;NESTLE;36;12,87;9,76;463,32;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;640113528;NESTLE IOG 1,15Kg VITAMINA FRUTAS;;PRATA;REFRIGERADO;NESTLE;36;11,06;8,06;398,16;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296835;VENDEDOR: VALDIR ZACARIAS;640115528;NESTLE IOG 1,15Kg MORANGO;;PRATA;REFRIGERADO;NESTLE;60;11,06;8,06;663,6;VENDA;
4621;SDB COMERCIO DE ALIMENTOS LTDA - LJ;Florianópolis;SC;17/08/2026;296836;VENDEDOR: VALDIR ZACARIAS;12585387;GALBANI CREME DE RICOTA 200G LIGHT;;PRATA;REFRIGERADO;GALBANI;12;5,99;5,38;71,88;VENDA;
